
1 thread(s), 13133 usec
1 thread(s), 10230 usec
1 thread(s), 8371 usec
1 thread(s), 15814 usec
1 thread(s), 10871 usec
1 thread(s), 13293 usec
1 thread(s), 14691 usec
1 thread(s), 11221 usec
1 thread(s), 13885 usec
1 thread(s), 8732 usec
1 thread(s), 7804 usec
1 thread(s), 11909 usec
1 thread(s), 10857 usec
1 thread(s), 10513 usec
1 thread(s), 9848 usec
1 thread(s), 8380 usec
1 thread(s), 10799 usec
1 thread(s), 11153 usec
1 thread(s), 11870 usec

mpiexec 2 500 2500
2 thread(s), 3834 usec
2 thread(s), 10892 usec
2 thread(s), 6079 usec
2 thread(s), 3828 usec
2 thread(s), 5951 usec
2 thread(s), 9134 usec
2 thread(s), 9130 usec
2 thread(s), 8977 usec
2 thread(s), 7388 usec
2 thread(s), 9519 usec
2 thread(s), 5348 usec
2 thread(s), 3813 usec
2 thread(s), 8048 usec
2 thread(s), 4065 usec
2 thread(s), 9720 usec
2 thread(s), 3910 usec
2 thread(s), 8218 usec
2 thread(s), 3939 usec
2 thread(s), 8503 usec
2 thread(s), 5881 usec

mpiexec 4 250 2500
4 thread(s), 3199 usec
4 thread(s), 3076 usec
4 thread(s), 3173 usec
4 thread(s), 3997 usec
4 thread(s), 4929 usec
4 thread(s), 3100 usec
4 thread(s), 4119 usec
4 thread(s), 3125 usec
4 thread(s), 3164 usec
4 thread(s), 3193 usec
4 thread(s), 3256 usec
4 thread(s), 3013 usec
4 thread(s), 3096 usec
4 thread(s), 3075 usec
4 thread(s), 3063 usec
4 thread(s), 3854 usec
4 thread(s), 3684 usec
4 thread(s), 3099 usec
4 thread(s), 5586 usec
4 thread(s), 3087 usec

mpiexec 8 125 2500
8 thread(s), 2155 usec
8 thread(s), 3873 usec
8 thread(s), 1065 usec
8 thread(s), 2740 usec
8 thread(s), 4337 usec
8 thread(s), 1109 usec
8 thread(s), 1692 usec
8 thread(s), 3814 usec
8 thread(s), 5155 usec
8 thread(s), 4571 usec
8 thread(s), 2681 usec
8 thread(s), 4577 usec
8 thread(s), 1094 usec
8 thread(s), 4360 usec
8 thread(s), 3778 usec
8 thread(s), 2223 usec
8 thread(s), 1084 usec
8 thread(s), 5671 usec
8 thread(s), 1461 usec
8 thread(s), 5028 usec
